timestamp,bitcoin_prices,ethereum_prices,tether_prices,binancecoin_prices,ripple_prices,usd-coin_prices,staked-ether_prices,solana_prices,cardano_prices,dogecoin_prices,tron_prices,the-open-network_prices,matic-network_prices,polkadot_prices,wrapped-bitcoin_prices,chainlink_prices,litecoin_prices,bitcoin-cash_prices,shiba-inu_prices,dai_prices,bitcoin_total_volumes,ethereum_total_volumes,tether_total_volumes,binancecoin_total_volumes,ripple_total_volumes,usd-coin_total_volumes,staked-ether_total_volumes,solana_total_volumes,cardano_total_volumes,dogecoin_total_volumes,tron_total_volumes,the-open-network_total_volumes,matic-network_total_volumes,polkadot_total_volumes,wrapped-bitcoin_total_volumes,chainlink_total_volumes,litecoin_total_volumes,bitcoin-cash_total_volumes,shiba-inu_total_volumes,dai_total_volumes,bitcoin_market_caps,ethereum_market_caps,tether_market_caps,binancecoin_market_caps,ripple_market_caps,usd-coin_market_caps,staked-ether_market_caps,solana_market_caps,cardano_market_caps,dogecoin_market_caps,tron_market_caps,the-open-network_market_caps,matic-network_market_caps,polkadot_market_caps,wrapped-bitcoin_market_caps,chainlink_market_caps,litecoin_market_caps,bitcoin-cash_market_caps,shiba-inu_market_caps,dai_market_caps
2018-11-04,6388.1897883073725,200.13622776255878,1.0004564332278225,9.580928361761858,0.45713384256022543,1.0072336042044014,,,0.07173342702075201,0.003754233042723505,0.022727860484211066,,,,,0.5364052232130779,51.03496098033396,480.62702775424924,,,2582446886.6230755,1031402141.4720232,51519514.38057136,17270487.44758417,420589523.1516317,1076361.4296374975,,,34685386.42313807,32795656.97512961,84941623.25339456,,,,,7284899.202551369,527673584.412397,765519046.4419128,,,110888814023.684,20607885132.10309,2058355653.340645,1383900919.2174048,18374670192.030453,133279984.89563128,,,2231956706.192239,438598176.9973159,1495317814.6774564,,,,,195985014.15350273,3011541485.171556,8381474243.335262,,
2018-11-05,6351.061941056285,206.8144295995958,0.9755415539151696,9.450966456289702,0.45994434094168035,0.9903074053049711,,,0.07573271108408507,0.0036500325259510398,0.02312805711407318,,,,,0.5060703806076935,53.32737077033311,559.1290162781996,,,3198297931.7470818,1796786475.6827538,66787759.04815831,23494936.484116983,618149344.708048,580733.5817851663,,,98787496.27417962,48552099.861784615,116804494.97547983,,,,,6163525.334884613,699865994.5231559,1961906720.633994,,,110241536216.1873,21305283379.90364,2006976009.2630649,1365083899.5690448,18464055437.74131,131039278.35077067,,,2357557057.604241,426483985.64668447,1521090715.1210532,,,,,184411586.25948584,3148050343.1508756,9746874297.339743,,
2018-11-06,6415.443408541094,209.10887661978714,0.9941087954921589,9.700565893202524,0.49667128994838566,1.0014061186845773,,,0.07625549698082966,0.0036169801194064883,0.023616141834431142,,,,,0.481550229291989,53.40720748184259,558.1966338279658,,,3213571991.0860043,1497004600.6516602,48925897.52936379,17943490.353938513,924082201.4435482,648445.151684969,,,81082046.23373498,44038431.388012044,119776245.11136848,,,,,3647328.2791615385,711935200.7676383,1360684125.7126195,,,111383003826.06792,21542826214.062332,2045255261.1883419,1401181759.1821861,19968924485.02773,134613399.2820283,,,2372497978.989162,422689207.50017935,1510231901.1055787,,,,,175481511.12879035,3153117368.265951,9736255276.996656,,
2018-11-07,6474.847290336688,219.16088708430863,0.9953052425146126,9.806151029731403,0.5499785392991835,1.0045647066109376,,,0.08089729807963218,0.003703893728171338,0.024606840336281032,,,,,0.4904232068523775,55.82876120478928,630.7448711060955,,,3408876943.8566713,1767914756.9357538,61192287.526739635,18080929.422675062,1853044742.6153755,662717.3855460199,,,100455935.2228888,57720725.999647334,136945217.945951,,,,,4689511.137388798,625827602.3819408,1468426621.6294312,,,112347500910.42685,22564364808.51298,2047204953.6733277,1415863696.1765256,22052163757.53378,134834229.73327753,,,2513450132.0489936,431969150.0160334,1610459792.0279565,,,,,175383551.12919292,3292239428.0334134,10964287628.829378,,
2018-11-08,6574.801180290013,219.0157747507676,0.9987054009559994,9.876521212731241,0.5391213228385459,1.0125163832228556,,,0.07897067461280532,0.003641988595086454,0.02415892181374526,,,,,0.4949670573408704,54.249268109399864,620.5646037959764,,,3120683820.785003,1482170343.362153,71896266.08196235,23171432.309874993,895312330.87796,1008705.8047196124,,,72024624.75692892,40695141.02295178,190577019.587695,,,,,3776110.286577742,650212823.7607245,1342662874.985555,,,113943582818.14384,22526589761.074043,2051069806.466744,1423432059.653836,21647736307.299713,135701197.28911525,,,2457743038.468545,425053076.54034543,1587945658.9485078,,,,,177576679.59142008,3201707834.990655,10819809080.461723,,
2018-11-09,6490.454730761757,213.40763439234544,0.9991803651363199,9.704750133000248,0.49665147943451854,1.0068568016169066,,,0.07699584032741691,0.0033825012988740488,0.023309475041381145,,,,,0.5031135299387794,52.67812212467948,577.7796498451113,,,2402484611.4646854,1330922735.7940972,59362584.38875085,16279644.18981581,898074715.9610361,585822.0635445067,,,57360574.310546085,39680510.13386186,103321245.98806511,,,,,4958052.362237831,624625160.022215,1125826074.8950195,,,112723294658.02623,22014228200.633472,2056799409.2331946,1399286952.437985,19989669414.538494,135158925.1922598,,,2400407638.524341,396781335.1824506,1530190198.1317456,,,,,182633853.3557584,3117528281.3628078,10119643676.874231,,
2018-11-10,6413.78203857173,210.79061959752252,0.9982782751036792,9.566721730040312,0.5025685527333951,1.0139763332383507,,,0.07466519389936156,0.0031433681745545827,0.02306614452467585,,,,,0.4874020585802193,52.18620849086484,546.4394955716226,,,2707057000.4786224,1088745373.4360032,56743017.359666355,19399522.134972304,671999305.7276108,670938.8665384788,,,37538606.35841154,46045251.456877016,72159200.74199438,,,,,3239810.661804318,690263232.7215909,1193172144.6317973,,,111440702127.79549,21743426340.7329,2052590304.4168873,1385583161.041326,20201320299.59929,136052182.85713974,,,2323758501.992876,366511242.74073035,1517547132.4787116,,,,,182589212.44928372,3085979790.849838,9536602743.497713,,
2018-11-11,6429.898792074219,212.9658278769949,0.9989415893793822,9.578784335957543,0.5080529756541826,1.0117477643349067,,,0.07537446950840598,0.0033002426270182608,0.023054743265982808,,,,,0.5152420907266761,52.375866958033924,555.8945084722247,,,1672332107.6089764,1068409319.3349147,34412495.83479341,15138432.685738796,438844393.5590643,1069596.8847862147,,,18530875.478822857,39024459.05593655,71163160.8634248,,,,,5577487.043047692,734606783.5276831,938950350.3193173,,,111308110603.00995,21899054776.88674,2049517476.8911235,1379806384.4448202,20364615755.763073,135335501.5123472,,,2338246519.25416,384859982.0915158,1516846353.4662101,,,,,187245528.47783357,3087234151.381838,9699615726.641546,,
2018-11-12,6434.2845969255495,212.4733247441558,0.9961601294989798,9.526052837368049,0.5087858598057983,1.0153749392120224,,,0.07682329086946334,0.0031611864768609083,0.02291708918097496,,,,,0.5009379720137721,51.62525327988677,535.2391896461935,,,2943678893.5684266,1300514887.7948813,42381038.42001548,16427950.883806417,514239181.19477665,1099443.0518112443,,,37089205.09042082,27913846.389733948,66781063.59692963,,,,,3955793.055741302,524685649.1654469,1075707572.5850534,,,111773252086.90735,21915333222.812687,2052518489.2781243,1367649613.1151705,20455994329.648937,136458935.59849563,,,2390163457.63137,369687654.1896305,1506487292.4743664,,,,,182844341.1747044,3051982402.830408,9303839285.135572,,
2018-11-13,6411.353436205148,211.65690924875202,0.9925010408683572,9.407127583191935,0.520972684941486,1.0168076002220288,,,0.07638127821533956,0.0030623946628154305,0.022551806767945007,,,,,0.5668183146839316,50.9523619029826,519.9463987028627,,,2651674690.982871,1282532597.6221092,42732465.86535782,16020475.316721726,857397372.1645775,1107909.6749479396,,,37244675.537540436,29251210.174490314,84248880.98300818,,,,,5643822.030538641,509584527.19673944,1421314794.542389,,,111385885801.71518,21835416808.274967,2043198069.9238548,1358172520.6334038,20945971834.069374,136284804.8815593,,,2376411345.716606,358177186.50767606,1482194954.1234267,,,,,207694297.8604546,3012908091.767149,9074691645.3749,,
2018-11-14,6394.289276264062,208.58229647385883,0.9899009839748886,9.311338307550514,0.5133516434128776,1.0193995557689386,,,0.07412559148205597,0.0029507236769830934,0.022144730366795186,,,,,0.5858479334062677,50.05774061981147,516.3553872126887,,,2890964719.217386,1395382434.391138,68534471.20408455,16920000.954786327,764601053.464545,690848.2232066703,,,33339738.538325384,28749683.201729674,114645074.0165761,,,,,16325482.086287305,503989638.86463845,1425647560.0553608,,,111126759494.65367,21526572966.38387,2036466263.7881649,1346186902.3252332,20634554378.108093,141683057.71215698,,,2307587679.8044295,345155963.923236,1454937843.1253014,,,,,213411579.4735215,2961011453.4554763,9017466906.134207,,
2018-11-15,5788.612494046974,184.02255937246562,0.9823725338843172,8.525935600899237,0.47733407786276144,1.043464578265039,,,0.06556043999033952,0.002739037744140425,0.019721168843814255,,,,,0.5518503314958646,44.16088392534081,444.6960857946815,,,5690409836.804629,2658768934.172415,103210110.64710021,17038371.870720822,1739603421.6553605,1467371.2254000164,,,93846877.98838013,45329973.732532926,172435258.63490912,,,,,13007806.380842187,795302063.3085126,1573598572.9509983,,,100585460320.22012,18991988237.013927,2018746895.1455302,1227621934.1490834,19223078147.536877,148577982.7291999,,,2039748182.5844426,320433288.6774121,1289105113.3606596,,,,,201248582.08696285,2612621403.475242,7740506774.651462,,
2018-11-16,5686.541131058274,182.448242594831,0.9889500122711499,8.247169297420811,0.48661408818885643,1.0271398911620848,,,0.06394943787817868,0.0028216393518759077,0.019255767889754867,,,,,0.5488601481041953,44.35749399825322,416.89524316901174,,,4981978552.514329,2461869578.310328,114761798.69600266,18548034.78075599,1304087630.0706875,632527.0707602842,,,79764127.5112956,52740951.0198786,112493525.56552032,,,,,8537388.017961392,767632286.3736614,782486313.2678188,,,98829079080.72421,18833157524.209366,2035600553.2074025,1191248357.2253127,19596800393.614944,146981646.37469363,,,1990825176.6466646,330135713.0109785,1265312424.5257006,,,,,199805436.13240448,2624848637.5025663,7279324918.113185,,
2018-11-17,5609.956182334204,176.02240566453227,0.9923255210400579,7.9327651162323125,0.47483121816677704,1.0176866357525292,,,0.06139800126481687,0.002766877497302515,0.01900552283655123,,,,,0.5190609546603302,42.56261053238815,391.2549395556698,,,3236633357.0467114,1724796640.6795118,51790107.2016243,18418797.086160064,695872789.5182846,370954.2955516491,,,57998716.5090319,44261260.697096184,71480593.35515891,,,,,6098531.9571322845,494301831.6963153,395242513.6585656,,,97344067023.98213,18173414086.234,2038204379.6122417,1144262270.9344618,19122283610.21063,145736699.8505958,,,1912099868.4340045,323767178.64170164,1245913004.160334,,,,,188811297.14311332,2514782747.0467005,6838216901.007717,,
2018-11-18,5599.1915956893035,175.6674163561008,0.9925266468446806,7.806824872425379,0.495510036622496,1.021177629328473,,,0.06108463473381829,0.002612680893551853,0.01899790019293267,,,,,0.49231147913270823,42.20476584865937,391.82793233275476,,,2525819291.4931545,1412767953.2110136,40965729.90562716,17778092.140150476,740803249.7613866,1494778.7539830387,,,27948586.00985948,33180812.28214589,64480449.19372773,,,,,5392271.42757241,422802189.58850485,366696811.19980127,,,97299989131.4034,18140877471.665012,2042210995.60713,1127318810.5123966,19927766078.410328,146146329.3057387,,,1902941574.8670273,305712328.41275525,1248282681.9746213,,,,,179438365.1361817,2499180225.173589,6840423834.636991,,
2018-11-19,5638.861481452398,177.72868960741215,0.9951651481515498,8.024143391711144,0.5131615688115037,1.0143983558831842,,,0.062066356176353886,0.00263046331882791,0.0189484978852176,,,,,0.5244535149592375,42.37473600550325,314.51111016988443,,,2422604400.7507744,1419370369.0170794,38180508.05052567,14437436.095156396,1019902684.0112827,1513923.2921288707,,,26328644.035761617,28686382.672230333,88273141.9502063,,,,,4600936.663803993,426092578.53627455,68014052.11129577,,,98118875508.37688,18355720231.296604,2047424658.0327399,1155425816.9829404,20683559661.248222,145255943.1814611,,,1931136308.4220932,308366870.772236,1246066370.3587253,,,,,190609773.27767086,2510499698.0529327,5493078744.347838,,
2018-11-20,4889.197859239111,150.39116276572497,0.9872666872509002,6.6986096550996015,0.48170970842039146,1.0265780989562938,,,0.05293579783365605,0.0024154961295910927,0.015856878437976098,,,,,0.4280347269438742,36.96719189210485,233.56918927881327,,,6126269575.232113,2804845847.3432374,101413121.37803765,19498288.47589504,1849155450.3441095,8720148.122468185,,,80083328.29811147,52185354.10134312,115257364.07049918,,,,,6555138.291690728,1057905126.0323329,253873450.4722221,,,85228342224.35999,15568477359.93989,2024353860.695807,968279561.6921016,19475180318.07843,146842391.15358862,,,1653110423.8348863,282278657.36478394,1042497550.1291668,,,,,156077074.71844938,2194681299.4935994,4098533323.9394526,,
2018-11-21,4450.711454417822,131.476679735108,0.9820576548052511,5.8326370989089344,0.4365696229970872,1.0226307060064177,,,0.04537003156804686,0.0022499214577754926,0.014004192793993848,,,,,0.34370741104500285,33.18095466479301,226.6027679723245,,,6314969584.020993,3210253186.2157793,137399678.59025285,20260209.733954318,1948711156.443433,11378281.951904796,,,97255026.33840227,58142222.210210435,132278923.50568825,,,,,5446636.04917429,761410918.0591633,167084842.0974352,,,76601948314.49545,13480873430.564436,2018791812.7281194,832541432.755894,17470153482.70859,161782019.63132745,,,1400510010.361058,261951119.15331784,911102935.0946382,,,,,124930839.70012768,1953412001.568037,3909341381.413392,,
2018-11-22,4613.44841218385,137.1730431934016,0.9910842589300816,6.229546966065289,0.44966013270735183,1.0173723133785122,,,0.04811637771768638,0.0024554455525500236,0.014802771805148966,,,,,0.3727835465287942,34.84013071990444,237.42550561173155,,,4321511764.357207,2864570364.233047,86199284.8945102,13656213.695527907,1389721463.274982,5791640.496330559,,,63453500.19850547,47954470.65323399,108507268.75090118,,,,,4896917.709377999,604714271.2055383,93476402.32608148,,,80360705527.42929,14199281074.8261,2038363321.9104369,899552607.7997693,18177510275.85437,166203162.36999398,,,1497665041.7953606,288229813.7285513,973811292.7574593,,,,,136048180.8256078,2065588971.9068475,4161328512.5887885,,
2018-11-23,4307.388731717267,126.06638760845392,0.9868747257354215,5.724389954826927,0.42589733345570646,1.0352277219039814,,,0.04388829357644276,0.0023834401878959598,0.013765439132576423,,,,,0.34439291216535173,31.98518067862128,211.40160203849342,,,3055231902.513544,1749233437.3121877,60328754.90762207,9390908.412665587,233415635.5819044,5064458.714495927,,,35963524.46066667,25485802.081322175,58957110.08073957,,,,,3716774.723486789,516602821.5732804,67161248.94441447,,,75518575145.29533,13145643371.545767,2038890910.9304488,832630400.7391713,17319330511.41042,169951951.4498348,,,1378016442.09888,280595248.9220862,911866903.9018526,,,,,126500243.78562307,1912804668.234597,3712899850.2223334,,
2018-11-24,4376.904946801552,124.15029635415753,0.9930923947351827,5.622806578229521,0.4124455003989376,1.0202056325071216,,,0.044253370810228065,0.0023892040935816466,0.01378679327954621,,,,,0.3222136255984712,32.46366568169593,208.64372157162808,,,3520222575.53617,1739142608.9564946,93265358.87288713,9136662.563391987,1028685413.0798199,4569302.392899478,,,42790645.01345861,25383530.096758507,65116709.5100699,,,,,2452916.4267856516,551551362.3653369,155961975.10565206,,,76120308175.56718,12835445196.81356,2043144655.8828652,812176757.4390069,16631185564.048267,169591534.98133108,,,1376832319.8669653,279806752.16142213,906371859.8655701,,,,,117417728.42704412,1924202016.9400623,3645168761.6588774,,
2018-11-25,3895.8368129589876,114.28793125942474,0.9846772135647424,5.161088574350976,0.37721297815419813,1.0238814414968982,,,0.038722242343312674,0.002250287062831982,0.012646381900638761,,,,,0.2900826248538034,29.473298484443344,181.37912999671067,,,3115187178.442392,1678866535.7412324,77977736.45370477,10589327.164436432,856816582.2198724,5071511.231937934,,,44822438.348696746,27639935.324260727,70481358.27967219,,,,,1828333.7766114888,485813329.5355165,155324681.4897763,,,67756132282.086784,11817983686.122585,2025847077.7439315,745484408.3076448,15211737209.168392,170718063.19309643,,,1204780716.4357285,263579722.51007113,831348611.0175073,,,,,105708884.29446235,1747651675.685338,3169522540.2138557,,
2018-11-26,4039.836551137432,117.52527750634898,0.9912474842534665,5.211159772890472,0.3783131854754654,1.0250351308187968,,,0.03815036851633416,0.002234957912947295,0.012412162418122116,,,,,0.26216287184166986,31.30971062951655,186.37191127063286,,,5226773378.179892,2438195895.932367,156596336.8035323,11489580.000676606,1580182738.2326925,5870586.287725668,,,64818093.35038185,31809429.493063025,85669643.9201108,,,,,4435022.386103179,715038515.4327507,261800274.37819362,,,70327984591.03267,12164898237.895905,2039979023.7599373,752717119.6347101,15256365101.797823,170695963.22602105,,,1186952754.7036884,261804441.9714869,816236121.2749351,,,,,95534659.13300353,1858237335.710228,3257245589.8919587,,
2018-11-27,3811.9235292664935,109.43098854688948,0.9893435955531202,4.939163015502589,0.359461325031685,1.0247661500889826,,,0.036105406756788895,0.002113036943010692,0.011817169916904676,,,,,0.28836539441518116,29.898704360063864,182.56522298288215,,,4652103083.720623,1897018311.0723217,108959964.4876333,10712379.176454151,1371317182.3991518,4902632.234159027,,,52775767.163194485,27193708.909464028,77949624.64524677,,,,,4138102.67220408,623467618.5426034,316741977.0728372,,,66796155268.6834,11351812370.701126,2033889118.4484031,719974004.6109353,14584111459.4005,171920667.15118015,,,1128573226.5397682,248132351.8712619,780420739.4646164,,,,,105035389.13502218,1774474186.434609,3203220769.079771,,
2018-11-28,3832.92451590069,110.43494358866081,0.9894601770068708,4.94265918803859,0.361691440884173,1.01860825428322,,,0.0366961618855939,0.002079205499995156,0.01196036170196589,,,,,0.28664921244220226,31.361452843819063,180.4221860237946,,,4050028039.1486397,1997220602.5212777,67512914.74231537,7692710.450950106,770673150.762545,4313047.844982913,,,34756609.833035775,27586172.611805815,58141490.905343436,,,,,6521147.668822708,581089531.7738943,171587936.97311202,,,66811830848.48212,11441393467.752829,2035739632.900767,715334615.1466825,14637764209.215908,175112664.8668014,,,1141712636.3755417,244203124.53620434,786976427.208439,,,,,104374483.83839022,1863461620.3707569,3158930257.025675,,
2018-11-29,4267.243628990657,122.44642499081692,0.9955385309092022,5.325494508709146,0.39132924183559503,1.006388661311445,,,0.04204328527476875,0.002247730769416171,0.014597811500206156,,,,,0.3201439382194133,34.70173011641105,190.51030783030558,,,4973628807.699461,2140930653.1883004,118364345.79370807,14185022.01959055,1005109623.0877391,5176434.594688605,,,73417017.97782557,33583756.305715635,158348005.94439125,,,,,6253560.535158008,721420913.8358186,132792836.01750673,,,74381953561.03812,12659773332.697258,2047193813.4174252,768130862.9559458,15837154996.202969,178905400.63030013,,,1309683378.1296453,263214270.48129073,954193660.744017,,,,,116124513.13359216,2057701932.3877754,3332863968.2237887,,
