Date,AMZN_price,GOOGL_price,HPQ_price,IBM_price,QCOM_price,AMZN_volume,GOOGL_volume,HPQ_volume,IBM_volume,QCOM_volume
2018-10-23,87.25849914550781,54.92525100708008,23.69499969482422,124.43116760253906,65.24499893188477,134478000,37686000,9621900,6760926,13441000
2018-10-24,85.85675048828125,54.29199981689453,23.530000686645508,123.65678787231445,64.44499969482422,138568000,49286000,11420600,5972974,23384300
2018-10-25,87.17050170898438,54.83424949645996,23.664999961853027,120.9034423828125,63.09000015258789,205714000,72956000,11226200,10778298,20385700
2018-10-26,82.5364990234375,53.98074913024902,23.239999771118164,119.25908279418945,62.40999984741211,299276000,106438000,12369400,9170282,17049300
2018-10-29,79.01850128173828,52.9007511138916,23.210000038146973,115.79827880859375,62.47999954223633,277322000,81290000,9897300,21391118,14778300
2018-10-30,75.43375015258789,51.62174987792969,23.34000015258789,113.12141799926758,62.94499969482422,249202000,59768000,9440800,22445696,18865300
2018-10-31,79.72500228881836,54.40500068664551,24.075000762939453,110.22466278076172,62.795000076293945,187804000,70916000,9992200,22640670,12917500
2018-11-01,81.72224807739258,54.4429988861084,24.239999771118164,110.95124053955078,63.59499931335449,162710000,40132000,7361500,14253528,11003900
2018-11-02,83.73175048828125,54.14150047302246,24.5649995803833,111.03728485107422,63.14999961853027,139110000,43438000,11792200,11079964,13707900
2018-11-05,81.36125183105469,52.68375015258789,24.59500026702881,113.17877578735352,63.22999954223633,112494000,45358000,7039000,9565252,13373800
2018-11-06,81.98875045776367,53.335750579833984,24.704999923706055,116.6921615600586,63.37499809265137,85148000,28660000,6444500,10038880,8774100
2018-11-07,85.5827522277832,54.76299858093262,25.085000038146973,118.25525665283203,63.01499938964844,163844000,43388000,8228400,12952304,18493500
2018-11-08,87.72774887084961,54.81449890136719,25.545000076293945,118.08317184448242,58.875,130698000,33694000,7545700,10874634,32155200
2018-11-09,86.14474868774414,53.815250396728516,25.125,117.84416961669922,57.21500015258789,118044000,34860000,7125800,7282043,21745200
2018-11-12,83.4640007019043,52.86125183105469,24.40000057220459,116.73996353149414,55.46500015258789,136124000,34002000,7794700,5626539,24447800
2018-11-13,82.27024841308594,52.67675018310547,24.05500030517578,115.7504768371582,54.77000045776367,118666000,25750000,7820600,4272282,20883800
2018-11-14,81.75175094604492,52.67250061035156,24.05500030517578,115.53537368774414,54.279998779296875,129738000,34666000,9949500,4981366,14071900
2018-11-15,79.28324890136719,53.00399971008301,23.925000190734863,115.17686462402344,54.53499984741211,168546000,41584000,10585800,5447463,18856300
2018-11-16,79.68999862670898,53.18350028991699,24.164999961853027,115.86520004272462,56.01500129699707,121322000,35366000,8672100,4263810,57303300
2018-11-19,77.11375045776367,52.271751403808594,23.739999771118164,115.65487670898438,55.744998931884766,155800000,45684000,10002900,4321235,20321400
2018-11-20,73.8687515258789,50.98900032043457,22.795000076293945,112.90153121948242,54.75,217576000,54458000,10786900,6520555,20658300
2018-11-21,76.625,52.35424995422363,22.869999885559082,113.24091720581055,55.84000015258789,114336000,29698000,8218100,5581247,13015500
2018-11-23,75.95024871826172,51.78800010681152,22.515000343322754,112.45219802856445,55.25,54152000,14178000,3909000,2442096,4671900
2018-11-26,77.72574996948242,52.41924858093262,22.699999809265137,113.9149169921875,55.78000068664551,125154000,31558000,10845700,5241611,10373700
2018-11-27,78.89149856567383,52.806501388549805,22.619999885559082,113.96271514892578,55.78999900817871,115664000,33048000,10173900,5129375,9719000
2018-11-28,82.0667495727539,53.39525032043457,23.02500057220459,116.30496978759766,55.704999923706055,169174000,46042000,9003500,5339307,17483500
2018-11-29,83.55799865722656,54.553749084472656,22.975000381469727,116.88336563110352,58.40999984741211,132264000,31004000,17342500,5439305,26949000
2018-11-30,84.0625,54.820749282836914,22.829999923706055,117.67208099365234,57.7450008392334,115236000,59668000,19163100,7585174,18197800
2018-12-03,87.70849990844727,56.16824913024902,23.710000038146973,119.95697784423828,59.454999923706055,137246000,57532000,13177200,6115334,17114500
2018-12-04,85.88349914550781,54.37550163269043,23.605000495910645,117.71032333374023,58.35000038146973,173890000,45630000,15220600,6276732,15836500
2018-12-06,82.77249908447266,53.04750061035156,23.395000457763672,116.25716781616211,56.44999885559082,175788000,47436000,19873600,7257148,18203300
2018-12-07,83.6097526550293,53.10999870300293,23.269999504089355,116.11854553222656,56.42499923706055,151522000,42682000,17395300,7342502,17054700
